Datetime,Open,High,Low,Close,Adj Close,Volume
2022-07-28 09:30:00-04:00,156.97999572753906,157.38999938964844,156.60000610351562,157.38999938964844,157.38999938964844,2468465
2022-07-28 09:31:00-04:00,157.35000610351562,157.49000549316406,157.19000244140625,157.2100067138672,157.2100067138672,360493
2022-07-28 09:32:00-04:00,157.22000122070312,157.39990234375,156.85000610351562,156.87159729003906,156.87159729003906,276160
2022-07-28 09:33:00-04:00,156.5,156.52999877929688,156.42999267578125,156.44000244140625,156.44000244140625,407853
2022-07-28 09:34:00-04:00,156.5,156.61500549316406,156.5,156.58999633789062,156.58999633789062,224179
2022-07-28 09:35:00-04:00,156.41920471191406,156.42999267578125,156.39999389648438,156.4199981689453,156.4199981689453,278270
2022-07-28 09:36:00-04:00,156.5,156.5198974609375,156.47999572753906,156.5198974609375,156.5198974609375,215534
2022-07-28 09:37:00-04:00,156.5,156.61000061035156,156.36500549316406,156.3800048828125,156.3800048828125,242360
2022-07-28 09:38:00-04:00,156.08999633789062,156.09710693359375,156.0832061767578,156.09710693359375,156.09710693359375,259336
2022-07-28 09:39:00-04:00,156.0,156.0,155.83999633789062,155.8800048828125,155.8800048828125,239355
2022-07-28 09:40:00-04:00,155.83999633789062,155.85000610351562,155.75,155.75010681152344,155.75010681152344,201437
2022-07-28 09:41:00-04:00,155.75,155.89999389648438,155.74000549316406,155.8300018310547,155.8300018310547,204384
2022-07-28 09:42:00-04:00,155.75,155.75,155.6300048828125,155.63999938964844,155.63999938964844,234640
2022-07-28 09:43:00-04:00,155.75,155.75999450683594,155.65060424804688,155.6750030517578,155.6750030517578,224264
2022-07-28 09:44:00-04:00,155.375,155.375,155.3199005126953,155.3300018310547,155.3300018310547,263360
2022-07-28 09:45:00-04:00,155.25,155.2550048828125,155.13999938964844,155.22999572753906,155.22999572753906,312357
2022-07-28 09:46:00-04:00,155.12109375,155.2050018310547,155.0399932861328,155.1300048828125,155.1300048828125,269974
2022-07-28 09:47:00-04:00,155.0,155.13999938964844,155.0,155.03990173339844,155.03990173339844,297240
2022-07-28 09:48:00-04:00,155.125,155.30259704589844,155.12139892578125,155.19000244140625,155.19000244140625,225858
2022-07-28 09:49:00-04:00,155.25,155.32989501953125,155.25,155.31500244140625,155.31500244140625,180238
2022-07-28 09:50:00-04:00,155.2384033203125,155.4398956298828,155.2384033203125,155.33999633789062,155.33999633789062,178177
2022-07-28 09:51:00-04:00,155.25010681152344,155.30999755859375,155.25010681152344,155.26499938964844,155.26499938964844,185619
2022-07-28 09:52:00-04:00,155.25,155.2899932861328,155.2100067138672,155.2100067138672,155.2100067138672,165284
2022-07-28 09:53:00-04:00,155.01980590820312,155.08999633789062,154.89999389648438,154.89999389648438,154.89999389648438,293660
2022-07-28 09:54:00-04:00,155.0,155.14019775390625,154.99000549316406,155.0500030517578,155.0500030517578,264136
2022-07-28 09:55:00-04:00,155.33999633789062,155.360107421875,155.3300018310547,155.360107421875,155.360107421875,187681
2022-07-28 09:56:00-04:00,155.5,155.5,155.4199981689453,155.4600067138672,155.4600067138672,210959
2022-07-28 09:57:00-04:00,155.5,155.52999877929688,155.32000732421875,155.41000366210938,155.41000366210938,247759
